Probe	Chromosome	Start	End
Chr7:103484001-103486000	7	103484001	103488000
Chr7:103922001-103924000	7	103922001	103928000
Chr7:103964001-103966000	7	103964001	103966000
Chr7:104030001-104032000	7	104030001	104034000
Chr7:104100001-104102000	7	104100001	104102000
Chr7:104120001-104122000	7	104120001	104126000
Chr7:104268001-104270000	7	104268001	104274000
Chr7:104424001-104426000	7	104424001	104428000
Chr7:104516001-104518000	7	104516001	104520000
Chr7:105110001-105112000	7	105110001	105114000
Chr7:105350001-105352000	7	105350001	105356000
Chr7:105832001-105834000	7	105832001	105862000
Chr7:105864001-105866000	7	105864001	106046000
Chr7:106052001-106054000	7	106052001	106082000
Chr7:106086001-106088000	7	106086001	106090000
Chr7:106092001-106094000	7	106092001	106094000
Chr7:106096001-106098000	7	106096001	106206000
Chr7:106208001-106210000	7	106208001	106234000
Chr7:106278001-106280000	7	106278001	106286000
Chr7:106294001-106296000	7	106294001	106296000
Chr7:106302001-106304000	7	106302001	106306000
Chr7:106310001-106312000	7	106310001	106314000
Chr7:106318001-106320000	7	106318001	106320000
Chr7:106322001-106324000	7	106322001	106324000
Chr7:106332001-106334000	7	106332001	106336000
Chr7:106412001-106414000	7	106412001	106414000
Chr7:106436001-106438000	7	106436001	106438000
Chr7:106658001-106660000	7	106658001	106660000
Chr7:106982001-106984000	7	106982001	106984000
Chr7:107266001-107268000	7	107266001	107270000
Chr7:107306001-107308000	7	107306001	107308000
Chr7:107472001-107474000	7	107472001	107476000
Chr7:107854001-107856000	7	107854001	107860000
Chr7:108008001-108010000	7	108008001	108010000
Chr7:108024001-108026000	7	108024001	108026000
Chr7:108430001-108432000	7	108430001	108434000
Chr7:108490001-108492000	7	108490001	108494000
Chr7:108504001-108506000	7	108504001	108506000
Chr7:108784001-108786000	7	108784001	108790000
Chr7:108828001-108830000	7	108828001	108830000
Chr7:109120001-109122000	7	109120001	109122000
Chr7:109366001-109368000	7	109366001	109372000
Chr7:112432001-112434000	7	112432001	112434000
Chr7:112606001-112608000	7	112606001	112608000
Chr7:112610001-112612000	7	112610001	112612000
Chr7:113424001-113426000	7	113424001	113428000
Chr7:113486001-113488000	7	113486001	113490000
Chr7:114120001-114122000	7	114120001	114126000
Chr7:114406001-114408000	7	114406001	114410000
Chr7:115078001-115080000	7	115078001	115082000
Chr7:115590001-115592000	7	115590001	115594000
Chr7:115770001-115772000	7	115770001	115774000
Chr7:115812001-115814000	7	115812001	115818000
Chr7:116434001-116436000	7	116434001	116436000
Chr7:116758001-116760000	7	116758001	116764000
Chr7:117338001-117340000	7	117338001	117340000
Chr7:117662001-117664000	7	117662001	117666000
Chr7:118070001-118072000	7	118070001	118074000
Chr7:118270001-118272000	7	118270001	118272000
Chr7:118286001-118288000	7	118286001	118292000
Chr7:119050001-119052000	7	119050001	119056000
Chr7:119114001-119116000	7	119114001	119116000
Chr7:119414001-119416000	7	119414001	119416000
Chr7:119436001-119438000	7	119436001	119440000
Chr7:119506001-119508000	7	119506001	119510000
Chr7:120002001-120004000	7	120002001	120004000
Chr7:120296001-120298000	7	120296001	120298000
Chr7:120506001-120508000	7	120506001	120512000
Chr7:121852001-121854000	7	121852001	121856000
Chr7:122536001-122538000	7	122536001	122542000
Chr7:122912001-122914000	7	122912001	122916000
Chr7:123606001-123608000	7	123606001	123612000
Chr7:123614001-123616000	7	123614001	123618000
Chr7:123678001-123680000	7	123678001	123680000
Chr7:123766001-123768000	7	123766001	123770000
Chr7:124464001-124466000	7	124464001	124466000
Chr7:124522001-124524000	7	124522001	124524000
Chr7:124808001-124810000	7	124808001	124810000
Chr7:124814001-124816000	7	124814001	124816000
Chr7:124896001-124898000	7	124896001	124902000
Chr7:124984001-124986000	7	124984001	124986000
Chr7:125010001-125012000	7	125010001	125016000
Chr7:125300001-125302000	7	125300001	125304000
Chr7:125904001-125906000	7	125904001	125908000
Chr7:127620001-127622000	7	127620001	127624000
Chr7:127732001-127734000	7	127732001	127738000
Chr7:128040001-128042000	7	128040001	128042000
Chr7:128124001-128126000	7	128124001	128126000
Chr7:128606001-128608000	7	128606001	128610000
Chr7:128986001-128988000	7	128986001	128990000
Chr7:129038001-129040000	7	129038001	129042000
Chr7:129452001-129454000	7	129452001	129454000
Chr7:129492001-129494000	7	129492001	129494000
Chr7:129560001-129562000	7	129560001	129566000
Chr7:129734001-129736000	7	129734001	129740000
Chr7:129870001-129872000	7	129870001	129872000
Chr7:130346001-130348000	7	130346001	130350000
Chr7:130444001-130446000	7	130444001	130446000
Chr7:131376001-131378000	7	131376001	131380000
Chr7:131488001-131490000	7	131488001	131494000
Chr7:131996001-131998000	7	131996001	131998000
Chr7:133270001-133272000	7	133270001	133274000
Chr7:133784001-133786000	7	133784001	133786000
Chr7:134102001-134104000	7	134102001	134106000
Chr7:134332001-134334000	7	134332001	134334000
Chr7:135730001-135732000	7	135730001	135732000
Chr7:136242001-136244000	7	136242001	136244000
Chr7:136868001-136870000	7	136868001	136870000
Chr7:137416001-137418000	7	137416001	137420000
Chr7:137642001-137644000	7	137642001	137646000
Chr7:137660001-137662000	7	137660001	137664000
Chr7:137896001-137898000	7	137896001	137898000
Chr7:138262001-138264000	7	138262001	138266000
Chr7:138690001-138692000	7	138690001	138696000
Chr7:139034001-139036000	7	139034001	139062000
Chr7:139114001-139116000	7	139114001	139118000
Chr7:140016001-140018000	7	140016001	140020000
Chr7:140024001-140026000	7	140024001	140026000
Chr7:140302001-140304000	7	140302001	140304000
Chr7:141706001-141708000	7	141706001	141744000
Chr7:141808001-141810000	7	141808001	141810000
Chr7:141974001-141976000	7	141974001	141976000
Chr7:142216001-142218000	7	142216001	142220000
Chr7:142776001-142778000	7	142776001	142780000
Chr7:143850001-143852000	7	143850001	143864000
Chr7:144350001-144352000	7	144350001	144352000
Chr7:144726001-144728000	7	144726001	144728000
Chr7:145342001-145344000	7	145342001	145441459
Chr8:1-2000	8	1	3002000
Chr8:3010001-3012000	8	3010001	3012000
Chr8:3014001-3016000	8	3014001	3016000
Chr8:3024001-3026000	8	3024001	3026000
Chr8:3030001-3032000	8	3030001	3032000
Chr8:3036001-3038000	8	3036001	3038000
Chr8:3048001-3050000	8	3048001	3052000
Chr8:3056001-3058000	8	3056001	3060000
Chr8:3062001-3064000	8	3062001	3064000
Chr8:3068001-3070000	8	3068001	3070000
Chr8:3340001-3342000	8	3340001	3344000
Chr8:3756001-3758000	8	3756001	3760000
Chr8:3774001-3776000	8	3774001	3776000
Chr8:3824001-3826000	8	3824001	3826000
Chr8:3908001-3910000	8	3908001	3914000
Chr8:3948001-3950000	8	3948001	3952000
Chr8:4076001-4078000	8	4076001	4080000
Chr8:4374001-4376000	8	4374001	4378000
Chr8:4394001-4396000	8	4394001	4398000
Chr8:4572001-4574000	8	4572001	4576000
Chr8:4856001-4858000	8	4856001	4858000
Chr8:4888001-4890000	8	4888001	4892000
Chr8:5244001-5246000	8	5244001	5248000
Chr8:5266001-5268000	8	5266001	5270000
Chr8:6016001-6018000	8	6016001	6018000
Chr8:6476001-6478000	8	6476001	6480000
Chr8:6494001-6496000	8	6494001	6500000
Chr8:6638001-6640000	8	6638001	6644000
Chr8:6752001-6754000	8	6752001	6756000
Chr8:6984001-6986000	8	6984001	6986000
Chr8:7260001-7262000	8	7260001	7266000
Chr8:7326001-7328000	8	7326001	7330000
Chr8:7352001-7354000	8	7352001	7356000
Chr8:7542001-7544000	8	7542001	7548000
Chr8:7682001-7684000	8	7682001	7686000
Chr8:7696001-7698000	8	7696001	7698000
Chr8:7866001-7868000	8	7866001	7870000
Chr8:7896001-7898000	8	7896001	7900000
Chr8:8316001-8318000	8	8316001	8320000
Chr8:8798001-8800000	8	8798001	8800000
Chr8:9352001-9354000	8	9352001	9358000
Chr8:9510001-9512000	8	9510001	9514000
Chr8:9552001-9554000	8	9552001	9558000
Chr8:10282001-10284000	8	10282001	10284000
Chr8:13712001-13714000	8	13712001	13714000
Chr8:13720001-13722000	8	13720001	13724000
Chr8:13862001-13864000	8	13862001	13866000
Chr8:13918001-13920000	8	13918001	13920000
Chr8:14198001-14200000	8	14198001	14202000
Chr8:14804001-14806000	8	14804001	14806000
Chr8:15090001-15092000	8	15090001	15094000
Chr8:15414001-15416000	8	15414001	15418000
Chr8:15444001-15446000	8	15444001	15448000
Chr8:15508001-15510000	8	15508001	15510000
Chr8:15512001-15514000	8	15512001	15514000
Chr8:15654001-15656000	8	15654001	15658000
Chr8:15694001-15696000	8	15694001	15698000
Chr8:15714001-15716000	8	15714001	15716000
Chr8:16042001-16044000	8	16042001	16048000
Chr8:16218001-16220000	8	16218001	16222000
Chr8:16524001-16526000	8	16524001	16528000
Chr8:16792001-16794000	8	16792001	16794000
Chr8:16898001-16900000	8	16898001	16902000
Chr8:16922001-16924000	8	16922001	16926000
Chr8:17068001-17070000	8	17068001	17072000
Chr8:17494001-17496000	8	17494001	17498000
Chr8:17638001-17640000	8	17638001	17642000
Chr8:17828001-17830000	8	17828001	17830000
Chr8:18036001-18038000	8	18036001	18040000
Chr8:18260001-18262000	8	18260001	18264000
Chr8:18434001-18436000	8	18434001	18436000
Chr8:18576001-18578000	8	18576001	18580000
Chr8:19040001-19042000	8	19040001	19044000
Chr8:19118001-19120000	8	19118001	19120000
Chr8:19174001-19176000	8	19174001	19180000
Chr8:19260001-19262000	8	19260001	19270000
Chr8:19338001-19340000	8	19338001	19342000
Chr8:19344001-19346000	8	19344001	19392000
Chr8:19396001-19398000	8	19396001	19398000
Chr8:19436001-19438000	8	19436001	19438000
Chr8:19448001-19450000	8	19448001	19450000
Chr8:19488001-19490000	8	19488001	19492000
Chr8:19706001-19708000	8	19706001	19708000
Chr8:19790001-19792000	8	19790001	19792000
Chr8:19804001-19806000	8	19804001	19904000
Chr8:19914001-19916000	8	19914001	19916000
Chr8:19930001-19932000	8	19930001	19932000
Chr8:19940001-19942000	8	19940001	19952000
Chr8:19954001-19956000	8	19954001	19956000
Chr8:19958001-19960000	8	19958001	19962000
Chr8:19978001-19980000	8	19978001	19984000
Chr8:19988001-19990000	8	19988001	20006000
Chr8:20008001-20010000	8	20008001	20014000
Chr8:20022001-20024000	8	20022001	20024000
Chr8:20038001-20040000	8	20038001	20046000
Chr8:20050001-20052000	8	20050001	20052000
Chr8:20054001-20056000	8	20054001	20056000
Chr8:20060001-20062000	8	20060001	20064000
Chr8:20068001-20070000	8	20068001	20096000
Chr8:20108001-20110000	8	20108001	20110000
Chr8:20124001-20126000	8	20124001	20126000
Chr8:20128001-20130000	8	20128001	20130000
Chr8:20132001-20134000	8	20132001	20142000
Chr8:20146001-20148000	8	20146001	20148000
Chr8:20156001-20158000	8	20156001	20256000
Chr8:20268001-20270000	8	20268001	20272000
Chr8:20290001-20292000	8	20290001	20292000
Chr8:20306001-20308000	8	20306001	20312000
Chr8:20316001-20318000	8	20316001	20318000
Chr8:20320001-20322000	8	20320001	20322000
Chr8:20356001-20358000	8	20356001	20364000
Chr8:20366001-20368000	8	20366001	20370000
Chr8:20376001-20378000	8	20376001	20378000
Chr8:20384001-20386000	8	20384001	20392000
Chr8:20396001-20398000	8	20396001	20406000
Chr8:20412001-20414000	8	20412001	20414000
Chr8:20416001-20418000	8	20416001	20418000
Chr8:20422001-20424000	8	20422001	20424000
Chr8:20426001-20428000	8	20426001	20430000
Chr8:20432001-20434000	8	20432001	20434000
Chr8:20438001-20440000	8	20438001	20440000
Chr8:20444001-20446000	8	20444001	20492000
Chr8:20510001-20512000	8	20510001	20512000
Chr8:20516001-20518000	8	20516001	20520000
Chr8:20560001-20562000	8	20560001	20564000
Chr8:20566001-20568000	8	20566001	20574000
Chr8:20602001-20604000	8	20602001	20608000
Chr8:20614001-20616000	8	20614001	20622000
Chr8:20632001-20634000	8	20632001	20636000
Chr8:20644001-20646000	8	20644001	20652000
Chr8:20654001-20656000	8	20654001	20656000
Chr8:20658001-20660000	8	20658001	20812000
Chr8:20828001-20830000	8	20828001	20830000
Chr8:20832001-20834000	8	20832001	20834000
Chr8:20836001-20838000	8	20836001	20838000
Chr8:20852001-20854000	8	20852001	20868000
Chr8:20946001-20948000	8	20946001	20948000
Chr8:20958001-20960000	8	20958001	20964000
Chr8:20992001-20994000	8	20992001	21004000
Chr8:21010001-21012000	8	21010001	21016000
Chr8:21018001-21020000	8	21018001	21082000
Chr8:21084001-21086000	8	21084001	21086000
Chr8:21096001-21098000	8	21096001	21206000
Chr8:21208001-21210000	8	21208001	21220000
Chr8:21222001-21224000	8	21222001	21244000
Chr8:21246001-21248000	8	21246001	21274000
Chr8:21276001-21278000	8	21276001	21326000
Chr8:21332001-21334000	8	21332001	21336000
Chr8:21338001-21340000	8	21338001	21460000
Chr8:21464001-21466000	8	21464001	21622000
Chr8:21624001-21626000	8	21624001	21644000
Chr8:21646001-21648000	8	21646001	21660000
Chr8:21664001-21666000	8	21664001	21668000
Chr8:21670001-21672000	8	21670001	21676000
Chr8:21682001-21684000	8	21682001	21686000
Chr8:21986001-21988000	8	21986001	21988000
Chr8:22102001-22104000	8	22102001	22104000
Chr8:22138001-22140000	8	22138001	22140000
Chr8:22290001-22292000	8	22290001	22294000
Chr8:22552001-22554000	8	22552001	22558000
Chr8:23164001-23166000	8	23164001	23166000
Chr8:23336001-23338000	8	23336001	23340000
Chr8:23370001-23372000	8	23370001	23372000
Chr8:23546001-23548000	8	23546001	23550000
Chr8:23832001-23834000	8	23832001	23836000
Chr8:23872001-23874000	8	23872001	23874000
Chr8:24656001-24658000	8	24656001	24664000
Chr8:24768001-24770000	8	24768001	24774000
Chr8:24844001-24846000	8	24844001	24848000
Chr8:25872001-25874000	8	25872001	25878000
Chr8:26582001-26584000	8	26582001	26586000
Chr8:27512001-27514000	8	27512001	27514000
Chr8:27590001-27592000	8	27590001	27592000
Chr8:27696001-27698000	8	27696001	27702000
Chr8:27730001-27732000	8	27730001	27736000
Chr8:28028001-28030000	8	28028001	28032000
Chr8:28360001-28362000	8	28360001	28364000
Chr8:28388001-28390000	8	28388001	28392000
Chr8:28436001-28438000	8	28436001	28440000
Chr8:28534001-28536000	8	28534001	28536000
Chr8:28614001-28616000	8	28614001	28618000
Chr8:28862001-28864000	8	28862001	28866000
Chr8:28966001-28968000	8	28966001	28970000
Chr8:29196001-29198000	8	29196001	29200000
Chr8:29258001-29260000	8	29258001	29262000
Chr8:29354001-29356000	8	29354001	29360000
Chr8:29412001-29414000	8	29412001	29414000
Chr8:29508001-29510000	8	29508001	29510000
Chr8:29516001-29518000	8	29516001	29520000
Chr8:29550001-29552000	8	29550001	29554000
Chr8:29624001-29626000	8	29624001	29630000
Chr8:29650001-29652000	8	29650001	29658000
Chr8:29716001-29718000	8	29716001	29718000
Chr8:29798001-29800000	8	29798001	29804000
Chr8:29846001-29848000	8	29846001	29850000
Chr8:29862001-29864000	8	29862001	29864000
Chr8:29936001-29938000	8	29936001	29940000
Chr8:29982001-29984000	8	29982001	29986000
Chr8:30010001-30012000	8	30010001	30012000
Chr8:30018001-30020000	8	30018001	30024000
Chr8:30036001-30038000	8	30036001	30042000
Chr8:30094001-30096000	8	30094001	30100000
Chr8:30156001-30158000	8	30156001	30168000
Chr8:30178001-30180000	8	30178001	30184000
Chr8:30196001-30198000	8	30196001	30204000
Chr8:30292001-30294000	8	30292001	30300000
Chr8:30400001-30402000	8	30400001	30404000
Chr8:30448001-30450000	8	30448001	30454000
Chr8:30538001-30540000	8	30538001	30540000
Chr8:30616001-30618000	8	30616001	30620000
Chr8:30706001-30708000	8	30706001	30712000
Chr8:30870001-30872000	8	30870001	30874000
Chr8:30976001-30978000	8	30976001	30978000
Chr8:31022001-31024000	8	31022001	31024000
Chr8:31048001-31050000	8	31048001	31054000
Chr8:31184001-31186000	8	31184001	31186000
Chr8:31392001-31394000	8	31392001	31396000
Chr8:31676001-31678000	8	31676001	31680000
Chr8:32194001-32196000	8	32194001	32198000
Chr8:32576001-32578000	8	32576001	32580000
Chr8:32716001-32718000	8	32716001	32720000
Chr8:32742001-32744000	8	32742001	32746000
Chr8:32856001-32858000	8	32856001	32858000
Chr8:33152001-33154000	8	33152001	33156000
Chr8:33224001-33226000	8	33224001	33228000
Chr8:33458001-33460000	8	33458001	33464000
Chr8:33716001-33718000	8	33716001	33718000
Chr8:34000001-34002000	8	34000001	34042000
Chr8:34244001-34246000	8	34244001	34246000
Chr8:35486001-35488000	8	35486001	35488000
Chr8:35500001-35502000	8	35500001	35504000
Chr8:36298001-36300000	8	36298001	36304000
Chr8:36388001-36390000	8	36388001	36392000
Chr8:37066001-37068000	8	37066001	37070000
Chr8:37554001-37556000	8	37554001	37560000
Chr8:37576001-37578000	8	37576001	37578000
Chr8:37666001-37668000	8	37666001	37670000
Chr8:37998001-38000000	8	37998001	38000000
Chr8:38254001-38256000	8	38254001	38256000
Chr8:38430001-38432000	8	38430001	38434000
Chr8:38778001-38780000	8	38778001	38784000
Chr8:38820001-38822000	8	38820001	38824000
Chr8:38876001-38878000	8	38876001	38880000
Chr8:39134001-39136000	8	39134001	39152000
Chr8:39154001-39156000	8	39154001	39156000
Chr8:39196001-39198000	8	39196001	39200000
Chr8:39248001-39250000	8	39248001	39252000
Chr8:39380001-39382000	8	39380001	39386000
Chr8:39548001-39550000	8	39548001	39550000
Chr8:39724001-39726000	8	39724001	39730000
Chr8:39826001-39828000	8	39826001	39830000
Chr8:39890001-39892000	8	39890001	39894000
Chr8:40060001-40062000	8	40060001	40062000
Chr8:40198001-40200000	8	40198001	40202000
Chr8:40246001-40248000	8	40246001	40248000
Chr8:40372001-40374000	8	40372001	40374000
Chr8:40480001-40482000	8	40480001	40482000
Chr8:40736001-40738000	8	40736001	40738000
Chr8:40776001-40778000	8	40776001	40782000
Chr8:41166001-41168000	8	41166001	41170000
Chr8:41228001-41230000	8	41228001	41232000
Chr8:41420001-41422000	8	41420001	41426000
Chr8:41508001-41510000	8	41508001	41510000
Chr8:41618001-41620000	8	41618001	41622000
Chr8:41724001-41726000	8	41724001	41730000
Chr8:41896001-41898000	8	41896001	41900000
Chr8:41912001-41914000	8	41912001	41914000
Chr8:42032001-42034000	8	42032001	42036000
Chr8:42076001-42078000	8	42076001	42078000
Chr8:42248001-42250000	8	42248001	42250000
Chr8:42488001-42490000	8	42488001	42492000
Chr8:42570001-42572000	8	42570001	42576000
Chr8:42580001-42582000	8	42580001	42586000
Chr8:42620001-42622000	8	42620001	42626000
Chr8:42818001-42820000	8	42818001	42822000
Chr8:42850001-42852000	8	42850001	42854000
Chr8:42858001-42860000	8	42858001	42864000
Chr8:43006001-43008000	8	43006001	43012000
Chr8:43154001-43156000	8	43154001	43156000
Chr8:43312001-43314000	8	43312001	43320000
Chr8:43590001-43592000	8	43590001	43592000
Chr8:43644001-43646000	8	43644001	43646000
Chr8:43794001-43796000	8	43794001	43798000
Chr8:43838001-43840000	8	43838001	43840000
Chr8:43916001-43918000	8	43916001	43920000
Chr8:43962001-43964000	8	43962001	43966000
Chr8:43988001-43990000	8	43988001	43990000
Chr8:44234001-44236000	8	44234001	44238000
Chr8:44244001-44246000	8	44244001	44248000
Chr8:44858001-44860000	8	44858001	44860000
Chr8:45422001-45424000	8	45422001	45428000
Chr8:45924001-45926000	8	45924001	45928000
Chr8:46380001-46382000	8	46380001	46384000
Chr8:47084001-47086000	8	47084001	47088000
Chr8:47146001-47148000	8	47146001	47150000
Chr8:47466001-47468000	8	47466001	47478000
Chr8:48190001-48192000	8	48190001	48194000
Chr8:48986001-48988000	8	48986001	48990000
Chr8:49074001-49076000	8	49074001	49078000
Chr8:49574001-49576000	8	49574001	49580000
Chr8:49602001-49604000	8	49602001	49606000
Chr8:49836001-49838000	8	49836001	49840000
Chr8:49982001-49984000	8	49982001	49988000
Chr8:50098001-50100000	8	50098001	50102000
Chr8:50244001-50246000	8	50244001	50250000
Chr8:50598001-50600000	8	50598001	50604000
Chr8:50832001-50834000	8	50832001	50834000
Chr8:50988001-50990000	8	50988001	50990000
Chr8:50998001-51000000	8	50998001	51000000
Chr8:51130001-51132000	8	51130001	51132000
Chr8:51268001-51270000	8	51268001	51272000
Chr8:51348001-51350000	8	51348001	51352000
Chr8:51396001-51398000	8	51396001	51398000
Chr8:51544001-51546000	8	51544001	51548000
Chr8:51564001-51566000	8	51564001	51570000
Chr8:51700001-51702000	8	51700001	51702000
Chr8:51712001-51714000	8	51712001	51718000
Chr8:51732001-51734000	8	51732001	51734000
Chr8:51752001-51754000	8	51752001	51758000
Chr8:51788001-51790000	8	51788001	51790000
Chr8:51804001-51806000	8	51804001	51806000
Chr8:51844001-51846000	8	51844001	51846000
Chr8:51912001-51914000	8	51912001	51916000
Chr8:51924001-51926000	8	51924001	51930000
Chr8:52140001-52142000	8	52140001	52142000
Chr8:52184001-52186000	8	52184001	52186000
Chr8:52188001-52190000	8	52188001	52190000
Chr8:52234001-52236000	8	52234001	52236000
Chr8:52266001-52268000	8	52266001	52270000
Chr8:52286001-52288000	8	52286001	52290000
Chr8:52304001-52306000	8	52304001	52314000
Chr8:52428001-52430000	8	52428001	52432000
Chr8:52596001-52598000	8	52596001	52600000
Chr8:52838001-52840000	8	52838001	52842000
Chr8:52908001-52910000	8	52908001	52910000
Chr8:52958001-52960000	8	52958001	52962000
Chr8:52964001-52966000	8	52964001	52970000
Chr8:53114001-53116000	8	53114001	53116000
Chr8:53266001-53268000	8	53266001	53268000
Chr8:53334001-53336000	8	53334001	53336000
Chr8:53454001-53456000	8	53454001	53456000
Chr8:53972001-53974000	8	53972001	53974000
Chr8:54144001-54146000	8	54144001	54150000
Chr8:54276001-54278000	8	54276001	54280000
Chr8:54298001-54300000	8	54298001	54300000
Chr8:54318001-54320000	8	54318001	54322000
Chr8:54794001-54796000	8	54794001	54796000
Chr8:54844001-54846000	8	54844001	54848000
Chr8:54870001-54872000	8	54870001	54874000
Chr8:55112001-55114000	8	55112001	55114000
Chr8:55118001-55120000	8	55118001	55120000
Chr8:55122001-55124000	8	55122001	55346000
Chr8:55350001-55352000	8	55350001	55356000
Chr8:55360001-55362000	8	55360001	55364000
Chr8:55374001-55376000	8	55374001	55384000
Chr8:55480001-55482000	8	55480001	55496000
Chr8:55502001-55504000	8	55502001	55514000
Chr8:55548001-55550000	8	55548001	55552000
Chr8:55744001-55746000	8	55744001	55748000
Chr8:55816001-55818000	8	55816001	55818000
Chr8:55842001-55844000	8	55842001	55846000
Chr8:56176001-56178000	8	56176001	56180000
Chr8:56350001-56352000	8	56350001	56358000
Chr8:56372001-56374000	8	56372001	56376000
Chr8:56744001-56746000	8	56744001	56748000
Chr8:56822001-56824000	8	56822001	56828000
Chr8:56868001-56870000	8	56868001	56870000
Chr8:56944001-56946000	8	56944001	56954000
Chr8:57036001-57038000	8	57036001	57040000
Chr8:57100001-57102000	8	57100001	57104000
Chr8:57172001-57174000	8	57172001	57176000
Chr8:57184001-57186000	8	57184001	57188000
Chr8:57392001-57394000	8	57392001	57396000
Chr8:57672001-57674000	8	57672001	57676000
Chr8:57980001-57982000	8	57980001	57986000
Chr8:58096001-58098000	8	58096001	58102000
Chr8:58154001-58156000	8	58154001	58160000
Chr8:58164001-58166000	8	58164001	58170000
Chr8:58294001-58296000	8	58294001	58298000
Chr8:58390001-58392000	8	58390001	58394000
Chr8:58466001-58468000	8	58466001	58470000
Chr8:58728001-58730000	8	58728001	58732000
Chr8:58974001-58976000	8	58974001	58978000
Chr8:59048001-59050000	8	59048001	59052000
Chr8:59132001-59134000	8	59132001	59138000
Chr8:59338001-59340000	8	59338001	59342000
Chr8:59650001-59652000	8	59650001	59656000
Chr8:59736001-59738000	8	59736001	59740000
Chr8:59834001-59836000	8	59834001	59840000
Chr8:60058001-60060000	8	60058001	60062000
Chr8:60282001-60284000	8	60282001	60288000
Chr8:60320001-60322000	8	60320001	60326000
Chr8:60398001-60400000	8	60398001	60404000
Chr8:60476001-60478000	8	60476001	60478000
Chr8:60598001-60600000	8	60598001	60606000
Chr8:60686001-60688000	8	60686001	60692000
Chr8:60740001-60742000	8	60740001	60742000
Chr8:60818001-60820000	8	60818001	60824000
Chr8:60852001-60854000	8	60852001	60854000
Chr8:61000001-61002000	8	61000001	61002000
Chr8:61368001-61370000	8	61368001	61370000
Chr8:62104001-62106000	8	62104001	62106000
Chr8:62158001-62160000	8	62158001	62162000
Chr8:62246001-62248000	8	62246001	62250000
Chr8:62650001-62652000	8	62650001	62654000
Chr8:62808001-62810000	8	62808001	62812000
Chr8:62866001-62868000	8	62866001	62868000
Chr8:62916001-62918000	8	62916001	62918000
Chr8:63070001-63072000	8	63070001	63074000
Chr8:63304001-63306000	8	63304001	63306000
Chr8:63474001-63476000	8	63474001	63480000
Chr8:63676001-63678000	8	63676001	63678000
Chr8:63684001-63686000	8	63684001	63686000
Chr8:63740001-63742000	8	63740001	63742000
Chr8:63744001-63746000	8	63744001	63746000
Chr8:64288001-64290000	8	64288001	64292000
Chr8:64446001-64448000	8	64446001	64452000
Chr8:64558001-64560000	8	64558001	64560000
Chr8:64800001-64802000	8	64800001	64802000
Chr8:64892001-64894000	8	64892001	64896000
Chr8:65318001-65320000	8	65318001	65320000
Chr8:65404001-65406000	8	65404001	65410000
Chr8:65592001-65594000	8	65592001	65596000
Chr8:65706001-65708000	8	65706001	65712000
Chr8:65832001-65834000	8	65832001	65836000
Chr8:66106001-66108000	8	66106001	66108000
Chr8:66376001-66378000	8	66376001	66378000
Chr8:66954001-66956000	8	66954001	66960000
Chr8:67040001-67042000	8	67040001	67042000
Chr8:67124001-67126000	8	67124001	67128000
Chr8:67136001-67138000	8	67136001	67138000
Chr8:67190001-67192000	8	67190001	67192000
Chr8:67612001-67614000	8	67612001	67616000
Chr8:67654001-67656000	8	67654001	67660000
Chr8:67778001-67780000	8	67778001	67782000
Chr8:67794001-67796000	8	67794001	67800000
Chr8:68014001-68016000	8	68014001	68016000
Chr8:68222001-68224000	8	68222001	68226000
Chr8:68408001-68410000	8	68408001	68410000
Chr8:68500001-68502000	8	68500001	68506000
Chr8:68570001-68572000	8	68570001	68576000
Chr8:68678001-68680000	8	68678001	68682000
Chr8:68746001-68748000	8	68746001	68750000
Chr8:68758001-68760000	8	68758001	68762000
Chr8:68932001-68934000	8	68932001	68934000
Chr8:68966001-68968000	8	68966001	68970000
Chr8:69382001-69384000	8	69382001	69384000
Chr8:69416001-69418000	8	69416001	69450000
Chr8:69454001-69456000	8	69454001	69474000
Chr8:69482001-69484000	8	69482001	69532000
Chr8:69546001-69548000	8	69546001	69548000
Chr8:69562001-69564000	8	69562001	69564000
Chr8:69570001-69572000	8	69570001	69572000
Chr8:69574001-69576000	8	69574001	69576000
Chr8:69578001-69580000	8	69578001	69582000
Chr8:69642001-69644000	8	69642001	69648000
Chr8:70952001-70954000	8	70952001	70954000
Chr8:70968001-70970000	8	70968001	70970000
Chr8:70976001-70978000	8	70976001	70982000
Chr8:70990001-70992000	8	70990001	70992000
Chr8:71018001-71020000	8	71018001	71020000
Chr8:71058001-71060000	8	71058001	71072000
Chr8:71076001-71078000	8	71076001	71078000
Chr8:71130001-71132000	8	71130001	71134000
Chr8:71148001-71150000	8	71148001	71150000
Chr8:71168001-71170000	8	71168001	71170000
Chr8:71184001-71186000	8	71184001	71186000
Chr8:71196001-71198000	8	71196001	71198000
Chr8:71204001-71206000	8	71204001	71214000
Chr8:71230001-71232000	8	71230001	71234000
Chr8:71794001-71796000	8	71794001	71798000
Chr8:71800001-71802000	8	71800001	71802000
Chr8:71804001-71806000	8	71804001	71808000
Chr8:71812001-71814000	8	71812001	71814000
Chr8:71816001-71818000	8	71816001	71820000
Chr8:71830001-71832000	8	71830001	71832000
Chr8:71834001-71836000	8	71834001	71836000
Chr8:71848001-71850000	8	71848001	71850000
Chr8:71858001-71860000	8	71858001	71860000
Chr8:72020001-72022000	8	72020001	72036000
